OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case1222;Order completed;Resource 13;16-1-2012 14:23;Dealer;33;49;16-1-2012 14:24
Case971;Missing documents requested;Resource 13;16-1-2012 14:26;Dealer;254;318;16-1-2012 14:29
Case660;Missing documents requested;Resource 3;16-1-2012 14:33;Dealer;269;405;16-1-2012 14:33
Case1092;Missing documents requested;Resource 3;16-1-2012 14:36;Dealer;158;257;16-1-2012 14:37
Case1109;Request signed L2;Resource 6;16-1-2012 14:38;Dealer;304;586;16-1-2012 14:42
Case1095;Order sent back;Resource 6;16-1-2012 14:43;Dealer;71;136;16-1-2012 14:43
Case1209;Request signed L3;Resource 7;16-1-2012 14:44;Dealer;227;254;16-1-2012 14:44
Case1205;Request signed L3;Resource 7;16-1-2012 14:45;Dealer;158;161;16-1-2012 14:45
Case1208;Request signed L3;Resource 7;16-1-2012 14:45;Dealer;163;210;16-1-2012 14:45
Case1108;Request signed L1;Resource 3;16-1-2012 14:46;Dealer;320;608;16-1-2012 14:46
Case1294;Pick-up prepared;Resource 13;16-1-2012 14:46;Dealer;272;446;16-1-2012 14:46
Case98;Request signed L3;Resource 7;16-1-2012 14:46;Dealer;100;138;16-1-2012 14:46
Case730;Request signed L3;Resource 7;16-1-2012 14:47;Dealer;276;335;16-1-2012 14:47
Case75;Request signed L3;Resource 7;16-1-2012 14:47;Dealer;18;29;16-1-2012 14:47
Case1109;Request signed L3;Resource 7;16-1-2012 14:48;Dealer;98;118;16-1-2012 14:48
Case1179;Product received;Resource 4;16-1-2012 14:48;Dealer;276;396;16-1-2012 14:48
Case171;Request signed L3;Resource 7;16-1-2012 14:48;Dealer;284;426;16-1-2012 14:48
Case179;Pick-up prepared;Resource 2;16-1-2012 14:48;Dealer;118;165;16-1-2012 14:50
Case1179;Reparishop X - Checking;Resource 4;16-1-2012 14:52;Dealer;15;24;16-1-2012 14:52
Case871;Request signed L1;Resource 2;16-1-2012 14:57;Dealer;269;331;16-1-2012 14:57
Case203;Product received;Resource 4;16-1-2012 14:58;Dealer;265;491;16-1-2012 14:58
Case203;Reparishop X - Checking;Resource 4;16-1-2012 14:58;Dealer;44;44;16-1-2012 14:58
Case553;Request rejected L1;Resource 3;16-1-2012 14:58;Dealer;142;228;16-1-2012 14:58
Case553;Order completed;Resource 3;16-1-2012 15:00;Dealer;294;375;16-1-2012 15:02
Case896;Request signed L2;Resource 6;16-1-2012 15:03;Dealer;152;195;16-1-2012 15:03
Case1108;Request signed L2;Resource 6;16-1-2012 15:05;Dealer;192;265;16-1-2012 15:05
Case123;Product received;Resource 4;16-1-2012 15:05;Callcenter;265;305;16-1-2012 15:05
Case463;Order created;Resource 1;16-1-2012 15:05;Dealer;321;420;16-1-2012 15:05
Case462;Order created;Resource 1;16-1-2012 15:06;Dealer;143;284;16-1-2012 15:06
Case893;Request signed L2;Resource 6;16-1-2012 15:07;Dealer;114;203;16-1-2012 15:07
Case463;Missing documents requested;Resource 2;16-1-2012 15:09;Dealer;93;175;16-1-2012 15:09
Case890;Request signed L2;Resource 6;16-1-2012 15:10;Dealer;293;374;16-1-2012 15:12
Case462;Missing documents requested;Resource 3;16-1-2012 15:16;Dealer;137;195;16-1-2012 15:18
Case461;Order created;Resource 1;16-1-2012 15:20;Dealer;226;237;16-1-2012 15:20
Case461;Missing documents requested;Resource 3;16-1-2012 15:22;Dealer;239;425;16-1-2012 15:24
Case460;Order created;Resource 1;16-1-2012 15:25;Dealer;60;100;16-1-2012 15:25
Case233;Shipment via logistics partner;Resource 20;16-1-2012 15:29;Dealer;138;169;16-1-2012 15:29
Case459;Order created;Resource 1;16-1-2012 15:29;Dealer;205;313;16-1-2012 15:29
Case668;Shipment via logistics partner;Resource 20;16-1-2012 15:29;Dealer;13;15;16-1-2012 15:29
Case922;Shipment via logistics partner;Resource 20;16-1-2012 15:29;Dealer;272;500;16-1-2012 15:30
Case46;Shipment via logistics partner;Resource 20;16-1-2012 15:30;Dealer;317;354;16-1-2012 15:30
Case731;Shipment via logistics partner;Resource 20;16-1-2012 15:30;Dealer;154;226;16-1-2012 15:31
Case459;Missing documents requested;Resource 3;16-1-2012 15:35;Dealer;82;108;16-1-2012 15:35
Case725;Shipment via logistics partner;Resource 20;16-1-2012 15:36;Dealer;281;368;16-1-2012 15:38
Case1256;Shipment via logistics partner;Resource 20;16-1-2012 15:43;Dealer;41;62;16-1-2012 15:44
Case74;Request signed L1;Resource 13;16-1-2012 15:45;Dealer;100;106;16-1-2012 15:48
Case460;Missing documents requested;Resource 2;16-1-2012 15:49;Dealer;272;512;16-1-2012 15:49
Case525;Missing documents requested;Resource 13;16-1-2012 15:49;Dealer;103;182;16-1-2012 15:49
Case898;Request signed L1;Resource 2;16-1-2012 15:55;Dealer;16;19;16-1-2012 15:55
Case458;Order created;Resource 1;16-1-2012 15:57;Dealer;328;465;16-1-2012 15:59
Case1194;Order sent back;Resource 6;16-1-2012 16:00;Dealer;106;142;16-1-2012 16:01
Case669;Shipment via logistics partner;Resource 2;16-1-2012 16:02;Dealer;302;415;16-1-2012 16:02
Case486;Missing documents requested;Resource 13;16-1-2012 16:03;Dealer;261;391;16-1-2012 16:03
Case867;Missing documents requested;Resource 2;16-1-2012 16:04;Dealer;309;370;16-1-2012 16:04
Case898;Request signed L2;Resource 6;16-1-2012 16:04;Dealer;110;122;16-1-2012 16:04
Case843;Request signed L2;Resource 6;16-1-2012 16:06;Dealer;228;289;16-1-2012 16:06
Case871;Request signed L2;Resource 6;16-1-2012 16:06;Dealer;273;282;16-1-2012 16:06
Case1041;Shipment via logistics partner;Resource 2;16-1-2012 16:08;Dealer;271;474;16-1-2012 16:08
Case1139;Product received;Resource 4;16-1-2012 16:08;Dealer;220;293;16-1-2012 16:08
Case1139;Reparishop X - Checking;Resource 4;16-1-2012 16:08;Dealer;11;19;16-1-2012 16:08
Case824;Order sent back;Resource 6;16-1-2012 16:09;Dealer;304;370;16-1-2012 16:09
Case458;Pick-up prepared;Resource 3;16-1-2012 16:10;Dealer;225;422;16-1-2012 16:10
Case1181;Product received;Resource 4;16-1-2012 16:11;Dealer;294;523;16-1-2012 16:11
Case820;Request signed L2;Resource 6;16-1-2012 16:11;Dealer;45;70;16-1-2012 16:11
Case930;Missing documents requested;Resource 13;16-1-2012 16:11;Dealer;282;508;16-1-2012 16:11
Case790;Request signed L2;Resource 6;16-1-2012 16:12;Dealer;49;54;16-1-2012 16:12
Case1181;Reparishop X - Checking;Resource 4;16-1-2012 16:13;Dealer;281;432;16-1-2012 16:13
Case438;Shipment via logistics partner;Resource 2;16-1-2012 16:13;Dealer;213;381;16-1-2012 16:13
Case183;Missing documents requested;Resource 13;16-1-2012 16:14;Dealer;75;79;16-1-2012 16:14
Case182;Pick-up prepared;Resource 13;16-1-2012 16:16;Dealer;28;49;16-1-2012 16:16
Case787;Request signed L2;Resource 6;16-1-2012 16:16;Dealer;82;132;16-1-2012 16:16
Case185;Pick-up prepared;Resource 13;16-1-2012 16:17;Dealer;307;325;16-1-2012 16:18
Case1246;Request signed L1;Resource 3;16-1-2012 16:19;Dealer;245;393;16-1-2012 16:19
Case864;Missing documents requested;Resource 2;16-1-2012 16:20;Dealer;301;437;16-1-2012 16:21
Case1030;Shipment via forwarding company;Resource 3;16-1-2012 16:30;Dealer;141;242;16-1-2012 16:30
Case187;Request signed L1;Resource 2;16-1-2012 16:30;Dealer;262;493;16-1-2012 16:30
Case787;Request signed L3;Resource 7;16-1-2012 16:32;Dealer;327;506;16-1-2012 16:32
Case1108;Request signed L3;Resource 7;16-1-2012 16:33;Dealer;130;247;16-1-2012 16:33
Case790;Request signed L3;Resource 7;16-1-2012 16:33;Dealer;203;246;16-1-2012 16:33
Case890;Request signed L3;Resource 7;16-1-2012 16:33;Dealer;57;114;16-1-2012 16:33
Case898;Request signed L3;Resource 7;16-1-2012 16:34;Dealer;27;28;16-1-2012 16:35
Case896;Request signed L3;Resource 7;16-1-2012 16:36;Dealer;58;72;16-1-2012 16:37
Case843;Request signed L3;Resource 7;16-1-2012 16:38;Dealer;261;500;16-1-2012 16:38
Case871;Request signed L3;Resource 7;16-1-2012 16:38;Dealer;278;333;16-1-2012 16:38
Case893;Request signed L3;Resource 7;16-1-2012 16:38;Dealer;72;139;16-1-2012 16:38
Case820;Request signed L3;Resource 7;16-1-2012 16:40;Dealer;96;186;16-1-2012 16:41
Case1077;Request signed L1;Resource 2;16-1-2012 16:42;Dealer;282;419;16-1-2012 16:42
Case839;Missing documents requested;Resource 3;16-1-2012 16:42;Dealer;39;42;16-1-2012 16:42
Case1232;Request signed L1;Resource 2;16-1-2012 16:43;Dealer;271;542;16-1-2012 16:45
Case869;Request signed L1;Resource 3;16-1-2012 16:49;Dealer;176;326;16-1-2012 16:49
Case1125;Shipment via logistics partner;Resource 2;16-1-2012 16:50;Dealer;194;353;16-1-2012 16:50
Case1118;Request signed L1;Resource 2;16-1-2012 16:51;Dealer;160;163;16-1-2012 16:52
Case1095;Request signed L1;Resource 2;16-1-2012 16:53;Dealer;98;130;16-1-2012 16:55
Case712;Request signed L1;Resource 3;16-1-2012 16:58;Dealer;39;55;16-1-2012 17:00
Case963;Request signed L1;Resource 3;16-1-2012 17:10;Dealer;18;28;16-1-2012 17:11
Case889;Shipment via forwarding company;Resource 3;16-1-2012 17:12;Dealer;202;244;17-1-2012 03:06
Case54;Missing documents requested;Resource 2;17-1-2012 08:33;Dealer;79;104;17-1-2012 08:36
Case1139;Repairshop X - OK;Resource 5;17-1-2012 08:38;Dealer;200;397;17-1-2012 08:44
Case457;Order created;Resource 1;17-1-2012 08:53;Dealer;112;203;17-1-2012 08:55
Case457;Missing documents requested;Resource 2;17-1-2012 08:58;Dealer;325;405;17-1-2012 08:58
Case204;Repairshop X - OK;Resource 5;17-1-2012 08:59;Dealer;118;119;17-1-2012 08:59
Case791;Missing documents requested;Resource 2;17-1-2012 09:01;Dealer;130;213;17-1-2012 09:05
Case209;Repairshop X - OK;Resource 5;17-1-2012 09:09;Dealer;239;383;17-1-2012 09:09
Case456;Order created;Resource 1;17-1-2012 09:09;Dealer;300;578;17-1-2012 09:12
Case288;Repairshop X - OK;Resource 5;17-1-2012 09:22;Dealer;36;49;17-1-2012 09:22
Case456;Shipment via logistics partner;Resource 2;17-1-2012 09:23;Dealer;207;381;17-1-2012 09:24
Case914;Shipment via forwarding company;Resource 2;17-1-2012 09:26;Dealer;97;153;17-1-2012 09:32
Case212;Product scrapped;Resource 6;17-1-2012 09:33;Internet;236;301;17-1-2012 09:34
Case754;Product scrapped;Resource 6;17-1-2012 09:35;Internet;134;139;17-1-2012 09:35
Case755;Product scrapped;Resource 6;17-1-2012 09:35;Internet;121;185;17-1-2012 09:35
Case894;Repairshop X - OK;Resource 5;17-1-2012 09:35;Dealer;180;349;17-1-2012 09:35
Case195;Product scrapped;Resource 6;17-1-2012 09:36;Callcenter;282;468;17-1-2012 09:36
Case225;Product scrapped;Resource 6;17-1-2012 09:37;Internet;122;185;17-1-2012 09:37
Case225;Product scrapped;Resource 6;17-1-2012 09:38;Internet;119;228;17-1-2012 09:38
Case164;Product scrapped;Resource 6;17-1-2012 09:40;Internet;327;334;17-1-2012 09:40
Case791;Shipment via logistics partner;Resource 2;17-1-2012 09:41;Dealer;20;34;17-1-2012 09:42
Case1116;Product scrapped;Resource 6;17-1-2012 09:43;Internet;121;229;17-1-2012 09:44
Case263;Product scrapped;Resource 6;17-1-2012 09:45;Internet;213;410;17-1-2012 09:45
Case1005;Product scrapped;Resource 6;17-1-2012 09:47;Internet;316;452;17-1-2012 09:47
Case804;Missing documents requested;Resource 2;17-1-2012 09:48;Dealer;192;345;17-1-2012 09:48
Case823;Product scrapped;Resource 6;17-1-2012 09:48;Internet;321;324;17-1-2012 09:48
Case598;Product scrapped;Resource 6;17-1-2012 09:50;Callcenter;304;469;17-1-2012 09:50
Case554;Product scrapped;Resource 6;17-1-2012 09:51;Internet;228;347;17-1-2012 09:51
Case455;Order created;Resource 1;17-1-2012 09:52;Dealer;74;110;17-1-2012 09:52
Case559;Product scrapped;Resource 6;17-1-2012 09:52;Callcenter;90;137;17-1-2012 09:52
Case454;Order created;Resource 1;17-1-2012 09:54;Dealer;315;440;17-1-2012 09:54
Case162;Product scrapped;Resource 6;17-1-2012 09:59;Internet;288;398;17-1-2012 09:59
Case455;Shipment via logistics partner;Resource 2;17-1-2012 09:59;Dealer;224;350;17-1-2012 10:02
Case454;Missing documents requested;Resource 3;17-1-2012 10:03;Dealer;208;332;17-1-2012 10:03
Case802;Missing documents requested;Resource 2;17-1-2012 10:03;Dealer;329;442;17-1-2012 10:03
Case450;Order created;Resource 1;17-1-2012 10:06;Dealer;321;433;17-1-2012 10:06
Case24;Product scrapped;Resource 6;17-1-2012 10:07;Callcenter;88;115;17-1-2012 10:07
Case556;Product scrapped;Resource 6;17-1-2012 10:08;Internet;318;401;17-1-2012 10:08
Case505;Product scrapped;Resource 6;17-1-2012 10:09;Callcenter;315;392;17-1-2012 10:11
Case300;Product scrapped;Resource 6;17-1-2012 10:14;Internet;29;45;17-1-2012 10:14
Case541;Product scrapped;Resource 6;17-1-2012 10:15;Callcenter;213;224;17-1-2012 10:15
Case268;Product scrapped;Resource 6;17-1-2012 10:17;Internet;246;302;17-1-2012 10:17
Case907;Product scrapped;Resource 6;17-1-2012 10:17;Internet;111;191;17-1-2012 10:17
Case1307;Product scrapped;Resource 6;17-1-2012 10:18;Internet;217;253;17-1-2012 10:21
Case449;Order created;Resource 1;17-1-2012 10:23;Dealer;127;228;17-1-2012 10:24
Case123;Payment issued;Resource 13;17-1-2012 10:27;Callcenter;198;391;17-1-2012 10:27
Case563;Request rejected L1;Resource 2;17-1-2012 10:28;Dealer;179;271;17-1-2012 10:28
Case563;Order completed;Resource 2;17-1-2012 10:28;Dealer;34;62;17-1-2012 10:33
Case449;Request signed L1;Resource 3;17-1-2012 10:34;Dealer;273;361;17-1-2012 10:36
Case450;Shipment via logistics partner;Resource 2;17-1-2012 10:38;Dealer;186;204;17-1-2012 10:39
Case125;Request signed L1;Resource 13;17-1-2012 10:40;Dealer;94;163;17-1-2012 10:40
Case833;Missing documents requested;Resource 13;17-1-2012 10:40;Dealer;137;216;17-1-2012 10:40
Case789;Missing documents requested;Resource 2;17-1-2012 10:41;Dealer;123;151;17-1-2012 10:42
Case448;Order created;Resource 1;17-1-2012 10:43;Dealer;135;267;17-1-2012 10:43
Case524;Request signed L1;Resource 2;17-1-2012 10:48;Dealer;126;212;17-1-2012 10:48
Case510;Request signed L1;Resource 2;17-1-2012 10:49;Dealer;87;170;17-1-2012 10:49
Case448;Missing documents requested;Resource 3;17-1-2012 10:50;Dealer;180;282;17-1-2012 10:50
Case149;Request signed L1;Resource 2;17-1-2012 10:51;Dealer;109;121;17-1-2012 10:51
Case671;Request signed L1;Resource 2;17-1-2012 10:53;Dealer;123;126;17-1-2012 10:54
Case628;Request signed L1;Resource 2;17-1-2012 10:55;Dealer;185;329;17-1-2012 10:55
Case301;Request signed L1;Resource 2;17-1-2012 10:56;Dealer;241;381;17-1-2012 10:56
Case292;Request signed L1;Resource 2;17-1-2012 10:57;Dealer;308;334;17-1-2012 10:57
Case291;Request signed L1;Resource 2;17-1-2012 10:58;Dealer;202;353;17-1-2012 10:58
Case288;Request signed L1;Resource 2;17-1-2012 10:59;Dealer;243;440;17-1-2012 10:59
Case286;Request signed L1;Resource 2;17-1-2012 11:01;Dealer;270;334;17-1-2012 11:03
Case1085;Product scrapped;Resource 6;17-1-2012 11:04;Internet;179;320;17-1-2012 11:04
Case209;Request signed L1;Resource 2;17-1-2012 11:04;Dealer;288;547;17-1-2012 11:05
Case45;Product scrapped;Resource 6;17-1-2012 11:06;Internet;262;479;17-1-2012 11:06
Case204;Request signed L1;Resource 2;17-1-2012 11:07;Dealer;296;433;17-1-2012 11:07
Case447;Order created;Resource 1;17-1-2012 11:07;Dealer;191;333;17-1-2012 11:07
Case1040;Product scrapped;Resource 6;17-1-2012 11:08;Internet;119;180;17-1-2012 11:08
Case1139;Request signed L1;Resource 2;17-1-2012 11:08;Dealer;208;397;17-1-2012 11:08
Case894;Missing documents requested;Resource 2;17-1-2012 11:09;Dealer;206;385;17-1-2012 11:11
Case664;Product scrapped;Resource 6;17-1-2012 11:13;Dealer;179;312;17-1-2012 11:13
Case753;Product scrapped;Resource 6;17-1-2012 11:13;Callcenter;160;193;17-1-2012 11:13
Case921;Product scrapped;Resource 6;17-1-2012 11:14;Internet;102;132;17-1-2012 11:14
Case543;Shipment via forwarding company;Resource 3;17-1-2012 11:15;Dealer;294;356;17-1-2012 11:15
Case447;Request signed L1;Resource 3;17-1-2012 11:16;Dealer;221;389;17-1-2012 11:16
Case520;Product scrapped;Resource 6;17-1-2012 11:17;Callcenter;244;339;17-1-2012 11:17
Case343;Request signed L1;Resource 2;17-1-2012 11:18;Dealer;246;247;17-1-2012 11:18
Case536;Product scrapped;Resource 6;17-1-2012 11:18;Internet;331;338;17-1-2012 11:18
Case535;Product scrapped;Resource 6;17-1-2012 11:20;Internet;106;106;17-1-2012 11:20
Case534;Product scrapped;Resource 6;17-1-2012 11:21;Callcenter;57;91;17-1-2012 11:21
Case1221;Product scrapped;Resource 6;17-1-2012 11:22;Callcenter;302;467;17-1-2012 11:22
Case821;Product scrapped;Resource 6;17-1-2012 11:22;Callcenter;71;86;17-1-2012 11:22
Case1054;Product scrapped;Resource 6;17-1-2012 11:23;Internet;214;249;17-1-2012 11:27
Case165;Product scrapped;Resource 6;17-1-2012 11:27;Internet;168;186;17-1-2012 11:28
Case1267;Product scrapped;Resource 6;17-1-2012 11:29;Internet;313;435;17-1-2012 11:29
Case1004;Product scrapped;Resource 6;17-1-2012 11:30;Internet;89;98;17-1-2012 11:30
Case1337;Product scrapped;Resource 6;17-1-2012 11:31;Dealer;296;520;17-1-2012 11:32
Case1255;Product scrapped;Resource 6;17-1-2012 11:33;Internet;277;410;17-1-2012 11:33
Case446;Order created;Resource 1;17-1-2012 11:35;Dealer;179;208;17-1-2012 11:35
Case344;Product scrapped;Resource 6;17-1-2012 11:37;Callcenter;100;148;17-1-2012 11:38
Case196;Create refund;Resource 3;17-1-2012 11:39;Internet;107;114;17-1-2012 11:39
Case501;Product scrapped;Resource 6;17-1-2012 11:39;Internet;259;394;17-1-2012 11:41
Case445;Order created;Resource 1;17-1-2012 11:42;Dealer;167;248;17-1-2012 11:42
Case203;Repairshop X - OK;Resource 5;17-1-2012 11:43;Dealer;158;261;17-1-2012 11:43
Case537;Product scrapped;Resource 6;17-1-2012 11:44;Callcenter;112;186;17-1-2012 11:44
Case264;Product scrapped;Resource 6;17-1-2012 11:45;Internet;30;35;17-1-2012 11:45
Case356;Product scrapped;Resource 6;17-1-2012 11:45;Internet;295;350;17-1-2012 11:45
Case444;Order created;Resource 1;17-1-2012 11:45;Dealer;300;348;17-1-2012 11:46
Case443;Order created;Resource 1;17-1-2012 11:47;Dealer;103;183;17-1-2012 11:48
Case443;Missing documents requested;Resource 2;17-1-2012 11:51;Dealer;289;406;17-1-2012 11:51
Case723;Product scrapped;Resource 6;17-1-2012 11:52;Callcenter;248;396;17-1-2012 11:53
Case444;Missing documents requested;Resource 3;17-1-2012 11:54;Dealer;266;311;17-1-2012 11:54
Case33;Product scrapped;Resource 6;17-1-2012 11:55;Internet;17;17;17-1-2012 11:55
Case1232;Request signed L2;Resource 6;17-1-2012 11:56;Dealer;81;101;17-1-2012 11:57
Case524;Order sent back;Resource 6;17-1-2012 11:58;Dealer;326;632;17-1-2012 11:58
Case1139;Request signed L2;Resource 6;17-1-2012 12:01;Dealer;247;350;17-1-2012 12:01
Case446;Shipment via forwarding company;Resource 2;17-1-2012 12:02;Dealer;267;283;17-1-2012 12:02
Case204;Order sent back;Resource 6;17-1-2012 12:03;Dealer;218;408;17-1-2012 12:03
Case445;Shipment via forwarding company;Resource 2;17-1-2012 12:05;Dealer;160;161;17-1-2012 12:05
Case1026;Pick-up prepared;Resource 13;17-1-2012 12:06;Dealer;249;360;17-1-2012 12:06
Case1179;Repairshop X - OK;Resource 5;17-1-2012 12:06;Dealer;73;106;17-1-2012 12:06
Case190;Product scrapped;Resource 6;17-1-2012 12:14;Callcenter;121;166;17-1-2012 12:15
Case1100;Product scrapped;Resource 6;17-1-2012 12:18;Dealer;64;106;17-1-2012 12:18
Case125;Order sent back;Resource 9;17-1-2012 12:19;Dealer;64;98;17-1-2012 12:19
Case887;Product scrapped;Resource 6;17-1-2012 12:19;Callcenter;244;471;17-1-2012 12:19
Case91;Product scrapped;Resource 6;17-1-2012 12:20;Callcenter;151;153;17-1-2012 12:20
Case241;Repairshop X - OK;Resource 5;17-1-2012 12:21;Dealer;198;315;17-1-2012 12:21
Case357;Product scrapped;Resource 6;17-1-2012 12:22;Callcenter;19;23;17-1-2012 12:24
Case1022;Product scrapped;Resource 6;17-1-2012 12:25;Callcenter;184;312;17-1-2012 12:25
Case1021;Product scrapped;Resource 6;17-1-2012 12:27;Internet;261;500;17-1-2012 12:27
Case209;Request signed L2;Resource 6;17-1-2012 12:29;Dealer;25;48;17-1-2012 12:29
Case833;Request signed L1;Resource 2;17-1-2012 12:31;Dealer;10;10;17-1-2012 12:31
Case204;Request signed L1;Resource 2;17-1-2012 12:32;Dealer;111;199;17-1-2012 12:32
Case286;Request signed L2;Resource 6;17-1-2012 12:32;Dealer;244;273;17-1-2012 12:32
Case524;Request signed L1;Resource 2;17-1-2012 12:33;Dealer;81;146;17-1-2012 12:34
Case343;Order sent back;Resource 9;17-1-2012 12:35;Dealer;185;202;17-1-2012 12:41
Case1254;Product scrapped;Resource 6;17-1-2012 12:42;Callcenter;206;322;17-1-2012 12:42
Case808;Product scrapped;Resource 6;17-1-2012 12:44;Callcenter;36;43;17-1-2012 12:45
Case442;Order created;Resource 1;17-1-2012 12:47;Dealer;200;360;17-1-2012 12:47
Case441;Order created;Resource 1;17-1-2012 12:49;Dealer;56;97;17-1-2012 12:49
Case442;Missing documents requested;Resource 2;17-1-2012 12:49;Dealer;192;286;17-1-2012 12:49
Case1246;Request signed L2;Resource 9;17-1-2012 12:50;Dealer;114;139;17-1-2012 12:50
Case178;Product scrapped;Resource 6;17-1-2012 12:50;Callcenter;297;476;17-1-2012 12:50
Case207;Repairshop X - OK;Resource 5;17-1-2012 12:52;Dealer;267;429;17-1-2012 12:53
Case524;Request signed L2;Resource 9;17-1-2012 12:54;Dealer;192;303;17-1-2012 12:54
Case147;Product scrapped;Resource 6;17-1-2012 12:55;Internet;26;30;17-1-2012 12:55
Case588;Product scrapped;Resource 6;17-1-2012 12:58;Internet;270;525;17-1-2012 12:58
Case441;Request signed L1;Resource 3;17-1-2012 12:59;Dealer;154;302;17-1-2012 12:59
Case510;Request signed L2;Resource 9;17-1-2012 12:59;Dealer;95;121;17-1-2012 12:59
Case602;Product scrapped;Resource 6;17-1-2012 12:59;Dealer;303;577;17-1-2012 13:00
Case149;Request signed L2;Resource 9;17-1-2012 13:02;Dealer;239;345;17-1-2012 13:03
Case437;Order created;Resource 1;17-1-2012 13:04;Dealer;216;254;17-1-2012 13:04
Case74;Request signed L2;Resource 9;17-1-2012 13:04;Dealer;40;62;17-1-2012 13:05
Case203;Repairshop X - Rejected;Resource 5;17-1-2012 13:07;Dealer;99;152;17-1-2012 13:07
Case205;Repairshop X - Rejected;Resource 5;17-1-2012 13:09;Dealer;184;329;17-1-2012 13:09
Case963;Request signed L2;Resource 9;17-1-2012 13:09;Dealer;311;441;17-1-2012 13:10
Case892;Request signed L1;Resource 3;17-1-2012 13:12;Dealer;117;178;17-1-2012 13:12
